         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1841(p_constant_1)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/PIL/BmpImagePlugin.py:65(BmpImageFile)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/bccache.py:46(Bucket)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/minres.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:77(as_tuple)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/delayed.py:668(Delayed)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:691(__init__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/decoder.py:351(raw_decode)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_data.py:142(_create_method)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/hermite.py:1697(Hermite)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:50(_make_options_dict)
        3    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
       19    0.000    0.000    0.000    0.000 <attrs generated methods cfgrib.dataset.OnDiskArray>:27(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_fft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/fft/_backend.py:51(set_global_backend)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/argparse.py:1737(ArgumentParser)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:359(deep_iterable)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/coding/times.py:419(_check_date_is_after_shift)
       20    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:1538(_has_frozen_base_class)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backends/backend_agg.py:362(FigureCanvasAgg)
       16    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:358(<genexpr>)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1478(<genexpr>)
       25    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:1207(_determine_attrs_eq_order)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
       17    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1807(__eq__)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:270(construct_yaml_float)
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/markupsafe/__init__.py:84(Markup)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/legendre.py:1562(Legendre)
       77    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:152(<genexpr>)
       36    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       40    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:46(reset)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/canonical_constraint.py:5(CanonicalConstraint)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataarray.py:710(name)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/uuid.py:142(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/spatial/distance.py:1799(MetricInfo)
        4    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:498(_MaxLengthValidator)
       32    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:722(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:198(_OptionalValidator)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:359(fetch_stream_start)
       26    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/lexer.py:146(<lambda>)
       10    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:470(_str_extended_summary)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/array_api_extra/_funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_fitpack2.py:1189(BivariateSpline)
       18    0.000    0.000    0.000    0.000 <attrs generated methods cfgrib.dataset.Dataset>:25(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/fileinput.py:171(FileInput)
       28    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:3004(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_differentialevolution.py:506(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/rec/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/case.py:405(__init_subclass__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       14    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/main.py:56(TestProgram)
       33    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:797(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/lextab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/typing.py:105(DaskCollection)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:455(__len__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/linalg/_decomp_cholesky.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:1003(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/utils.py:439(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/highlevelgraph.py:344(HighLevelGraph)
        9    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_interpolate.py:154(interp1d)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1924(p_brace_open)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/thread.py:122(ThreadPoolExecutor)
       28    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/series.py:1480(_clear_item_cache)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2137(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/linalg/_decomp_qz.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataset.py:871(_overwrite_indexes)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/_internal.py:227(_getintp_ctype)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_utils/__init__.py:16(set_module)
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:115(_iter_bits_lsb)
        7    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:445(t_RBRACE)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/lsqr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_abc.py:38(_ignore_error)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataset.py:439(encoding)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:534(__init__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/sysconfig/__init__.py:550(get_config_vars)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:658(close_on_error)
       25    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2047(_determine_setters)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1930(p_brace_close)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_ndbspline.py:26(NdBSpline)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/_collections.py:23(freeze)
       35    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/coordinates.py:735(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/platform.py:1232(python_implementation)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepIterable>:14(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1116(p_enum_specifier_3)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:936(p_specifier_qualifier_list_1)
       10    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:460(_str_signature)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:257(in_)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:667(_OrValidator)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/PIL/ImageMath.py:27(_Operand)
       12    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       12    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/utils.py:90(from_obj)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/strings.py:52(_override___module__)
       28    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:311(t_ppline_LINE_NUMBER)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/testing/_private/utils.py:2713(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/argparse.py:1350(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_bsr.py:24(_bsr_base)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/loader.py:63(TestLoader)
       22    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_testutils.py:134(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2470(_descriptor_get)
       31    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1330(name)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/__init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/case.py:244(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/psutil/_common.py:633(outer)
       16    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/events.py:22(__init__)
        4    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:298(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/f2py/func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:556(_SubclassOfValidator)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:441(t_LBRACE)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_linprog_simplex.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_utils/__init__.py:27(decorator)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zipfile/__init__.py:1986(__del__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/runner.py:30(TextTestResult)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:632(get_states)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:673(<genexpr>)
       16    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:371(fetch_stream_end)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_interface.py:55(LinearOperator)
       29    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1443(_searchsorted_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/_task_spec.py:628(Task)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/linalg/_special_matrices.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/dicttoolz.py:11(_get_factory)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1370(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/dicttoolz.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1221(<genexpr>)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1230(<genexpr>)
       13    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/_internal.py:941(npy_ctypes_check)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1046(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/special/orthogonal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:67(reset_lineno)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/f2py/symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:196(_lex_on_rbrace_func)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/idtracking.py:232(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 {built-in method eccodes.versions}
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/plugins.py:91(sort_backends)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_isolve/tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_matfuncs.py:337(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_interpolate.py:798(PPoly)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_cobyqa_py.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/constants/_codata.py:2121(_check_obsolete)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:691(_is_classvar)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1047(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/multiprocessing/pool.py:745(ApplyResult)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1802(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:297(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:122(Bunch)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/nodes.py:877(Slice)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/locks.py:281(ensure_lock)
        9    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_uarray/_backend.py:330(set_global_backend)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_compat.py:49(get_first_param_type)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1515(p_direct_abstract_declarator_6)
