         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:3112(_namedtuple_mro_entries)
       22    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/overrides.py:105(array_function_dispatch)
       22    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_ast.py:1034(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_nonlin.py:614(LowRankMatrix)
       10    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:160(__init__)
       13    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/delayed.py:645(right)
       19    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_testutils.py:86(__init__)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/functoolz.py:740(excepts)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/thread.py:47(_WorkItem)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_fitpack2.py:73(UnivariateSpline)
       16    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/nodes.py:36(__init__)
        7    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/highlevelgraph.py:49(Layer)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_interpolate.py:1818(NdPPoly)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1246(_generate_next_value_)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/alignment.py:543(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/eigen.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/coordinates.py:419(_names)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:440(_discover_resolvers)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:694(path)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:527(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/multiprocessing/connection.py:115(_ConnectionBase)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:41(__len__)
       26    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:427(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/compiler.py:1386(_FinalizeInfo)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:279(ConstPointerType)
        5    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/PIL/Image.py:3719(register_save)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/_expr.py:939(HLGExpr)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backends/backend_agg.py:57(RendererAgg)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_dia.py:19(_dia_base)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/testing/_private/utils.py:2219(suppress_warnings)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/idtracking.py:174(RootVisitor)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:519(_field_assign)
        7    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/tlz/_build_tlz.py:51(create_module)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/api.py:213(sizeof)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1300(p_type_qualifier_list)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:591(_init_param)
       13    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/utils.py:72(pass_environment)
       28    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/utils.py:445(_postinit)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:193(_lex_on_lbrace_func)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:740(Dataset)
       14    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:148(_warn_for_string_literal)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/tblib/__init__.py:74(Traceback)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:416(_tuple_str)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
       25    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:1089(TOKEN)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/linalg/_decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/parser.py:159(parse_document_start)
        5    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:314(is_callable)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:310(ismethoddescriptor)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:951(p_specifier_qualifier_list_4)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/exceptions.py:7(TemplateError)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:1013(addgroup)
       14    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/yacc.py:234(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/nodes.py:577(Const)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/decorator.py:65(FunctionMaker)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3449(_cumprod_dispatcher)
        5    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:165(add_multi_constructor)
       11    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/_signatures.py:614(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_interpolate.py:574(_PPolyBase)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_trustregion.py:30(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/__init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/recipes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_differentiable_functions.py:91(ScalarFunction)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_pep440.py:158(_compare)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:157(_pop_scope)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/_base.py:643(__enter__)
        4    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:2319(div)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:154(merge)
        5    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/PIL/Image.py:3704(register_mime)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2365(Attribute)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/utils.py:1409(OperatorMethodMixin)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/spatial/_procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:495(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/f2py/use_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/validators.py:212(optional)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2034(_assign_with_converter)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/spatial/distance.py:1747(CDistMetricWrapper)
        8    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:706(check_block_entry)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/eccodes/highlevel/reader.py:53(FileReader)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/multiprocessing/connection.py:364(Connection)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/nodes.py:71(EvalContext)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/environment.py:1517(TemplateModule)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/spatial/_kdtree.py:327(innernode)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_shgo_lib/_vertex.py:9(VertexBase)
        4    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:340(get_official_name)
       14    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_ast.py:587(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:621(_ClassBuilder)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:1492(_register_atexit)
